subj,trg,trial,id,block,snr,cond,pa,pd,pa_pfe,pd_pfe,fd_int,fd,sgd_int,sgd_i,sgd
7,12,16,38,2,2,1,1703.498,5947.197,-266.6919,-429.7945,0.4108034,0.4155584,1.433451,1.430942,1.445761
7,15,17,39,2,5,1,1649.743,5856.847,-287.1087,-466.8873,0.3300113,0.340865,1.575045,1.567934,1.544395
7,14,18,40,2,4,1,1433.811,5466.035,-436.3468,-744.4388,0.3139954,0.325958,1.52171,1.506155,1.515199
7,12,19,41,2,2,1,1779.397,6082.54,-254.6678,-405.3182,0.3049597,0.2990007,1.53772,1.536475,1.534832
7,11,20,42,2,1,1,1549.83,5659.387,-355.4166,-607.2427,0.2820393,0.2915944,1.497813,1.489684,1.49175
7,13,21,43,2,3,1,1945.717,6351.56,-14.3487,-13.90842,0.3368236,0.335628,1.53251,1.536517,1.523701
7,15,22,44,2,5,1,1710.696,5969.984,-305.0243,-487.9156,0.2887973,0.2958199,1.58681,1.581898,1.564347
8,25,1,1,1,5,2,2136.88,6670.093,174.5712,283.364,0.4574881,0.3863064,1.273389,1.239581,1.352553
8,22,2,2,1,2,2,2186.865,6751.396,213.8521,346.1495,0.4200744,0.3348293,1.242605,1.238686,1.380174
8,23,3,3,1,3,2,2072.806,6569.697,130.454,216.3521,0.3315176,0.3423711,1.441283,1.432294,1.43773
8,21,4,4,1,1,2,2203.631,6777.447,250.6495,405.6566,0.3833914,0.4041801,1.451535,1.438728,1.440147
8,25,5,5,1,5,2,2028.971,6501.929,88.14017,150.4449,0.2736237,0.2846615,1.576336,1.573201,1.624703
8,24,6,6,1,4,2,2103.072,6618.264,156.5083,256.1398,0.252204,0.2607178,1.660857,1.662917,1.684221
8,22,7,7,1,2,2,1801.381,6121.343,-98.80663,-161.9654,0.2658254,0.2619043,1.543674,1.537174,1.636364
8,23,8,8,1,3,2,1973.176,6408.071,36.10638,61.75267,0.2527909,0.2633054,1.652843,1.648506,1.698202
8,24,9,9,1,4,2,1873.444,6245.284,-38.28571,-58.69662,0.3239019,0.2767768,1.57354,1.550648,1.675714
8,21,10,10,1,1,2,1856.555,6207.527,-33.4474,-57.69002,0.2193024,0.2226987,1.754503,1.744073,1.814959
8,25,11,11,1,5,2,1733.024,6003.333,-136.0071,-227.508,0.2616844,0.275633,1.512286,1.48522,1.5661
8,23,12,12,1,3,2,1925.99,6335.074,31.28952,60.0732,0.2862227,0.2810713,1.59152,1.576758,1.662388
8,24,13,13,1,4,2,1847.836,6198.58,-42.23967,-67.99155,0.2592146,0.287129,1.689961,1.680475,1.651322
8,25,14,14,1,5,2,1822.426,6154.268,-64.04507,-106.8873,0.3846216,0.4289021,1.391301,1.374462,1.298025
8,22,15,15,1,2,2,1665.917,5889.711,-241.3516,-405.8351,0.2490684,0.2568559,1.502688,1.49235,1.567783
8,21,16,16,1,1,2,1844.859,6194.398,-72.34816,-119.177,0.4786034,0.4466587,1.12192,1.111835,1.194826
8,25,17,17,1,5,2,1735.513,6007.553,-156.617,-262.4431,0.1863876,0.1939372,1.737318,1.733944,1.789485
8,21,18,18,1,1,2,1925.63,6328.292,-9.321393,-14.34406,0.3034568,0.310562,1.583386,1.581204,1.621368
8,24,19,19,1,4,2,1922.592,6326.244,27.88515,51.08434,0.2038557,0.2173246,1.71455,1.713119,1.734357
8,22,20,20,1,2,2,1980.228,6419.178,55.70164,93.58393,0.2792199,0.2931128,1.556469,1.548164,1.604104
8,23,21,21,1,3,2,1789.728,6100.343,-117.5495,-193.9782,0.4247546,0.4388918,1.388019,1.366532,1.331121
8,25,22,22,1,5,2,1763.499,6058.782,-114.404,-188.1521,0.2028847,0.2134442,1.68712,1.679173,1.765449
8,15,1,23,2,5,1,2217.122,6795.278,183.2385,290.767,0.3565711,0.3441073,1.302194,1.267318,1.415542
8,12,2,24,2,2,1,2271.922,6883.151,246.5013,392.1436,0.3051127,0.3119998,1.530554,1.525505,1.574517
8,13,3,25,2,3,1,2227.865,6815.141,198.2328,317.5339,0.2750657,0.2372231,1.562427,1.567745,1.609583
8,11,4,26,2,1,1,2308.281,6934.204,283.1857,443.6982,0.3344969,0.2907858,1.43631,1.423801,1.543618
8,15,5,27,2,5,1,2003.767,6460.754,-9.454609,-10.68605,0.2914764,0.3147288,1.651617,1.614397,1.748335
8,14,6,28,2,4,1,1991.182,6441.373,-12.56142,-14.81317,0.2653449,0.2653755,1.725795,1.704554,1.768304
8,12,7,29,2,2,1,1892.672,6277.989,-102.3839,-164.5633,0.2878734,0.2975766,1.604482,1.596373,1.570315
8,13,8,30,2,3,1,1948.016,6369.39,-35.14871,-54.36845,0.231601,0.2368037,1.733445,1.736014,1.7706
8,14,9,31,2,4,1,1888.667,6271.945,-129.0847,-206.5084,0.2425586,0.2578887,1.678192,1.681817,1.670772
8,11,10,32,2,1,1,2106.737,6627.417,129.5298,213.1427,0.267972,0.2826361,1.55909,1.542471,1.657522
8,15,11,33,2,5,1,1965.353,6398.894,-20.78394,-29.19926,0.2497471,0.2592577,1.691692,1.685905,1.700451
8,13,12,34,2,3,1,2255.558,6854.542,210.0454,332.0188,0.1966041,0.1891707,1.768457,1.771054,1.870005
8,14,13,35,2,4,1,2009.131,6469.08,6.530533,14.39491,0.270856,0.2548212,1.558933,1.545735,1.607918
8,15,14,36,2,5,1,1904.363,6296.882,-86.94016,-139.8813,0.2431523,0.2503484,1.64118,1.623713,1.660112
8,12,15,37,2,2,1,2063.38,6557.444,63.29019,106.8738,0.2437056,0.2641576,1.638333,1.64129,1.615225
8,11,16,38,2,1,1,1941.452,6361.531,-33.6507,-49.22364,0.2566684,0.2592582,1.588264,1.56925,1.647289
8,15,17,39,2,5,1,1840.281,6193.08,-156.5055,-252.5314,0.2571144,0.2677082,1.441679,1.427319,1.434796
8,11,18,40,2,1,1,2004.266,6462.113,30.25462,52.80471,0.2178961,0.2348607,1.610428,1.6079,1.628786
8,14,19,41,2,4,1,1951.155,6376.701,-36.59942,-53.99385,0.2739621,0.2741647,1.630771,1.622572,1.612636
8,12,20,42,2,2,1,1892.108,6277.088,-108.6897,-174.8724,0.2770908,0.2719669,1.615455,1.615054,1.643131
8,13,21,43,2,3,1,1980.252,6423.684,28.12261,49.26525,0.2342809,0.2370349,1.658548,1.636204,1.718164
8,15,22,44,2,5,1,1850.782,6211.494,-133.494,-213.5122,0.2311369,0.2358646,1.635913,1.633874,1.659542
9,15,1,1,1,5,1,1519.605,5626.137,66.16067,126.4547,0.7153196,0.7778324,1.073672,1.012022,0.9372397
9,13,2,2,1,3,1,1674.953,5907.95,225.1687,415.1183,0.7847518,0.8066704,1.007577,0.9577216,0.947158
9,11,3,3,1,1,1,1606.934,5788.064,156.5997,294.2224,0.5834603,0.6277092,1.268957,1.171982,1.156007
9,12,4,4,1,2,1,1525.078,5633.29,77.8299,145.3287,1.066055,1.127642,0.879369,0.8199868,0.7950915
9,15,5,5,1,5,1,1484.205,5561.181,41.30668,81.49758,0.4931553,0.5406852,1.335321,1.224364,1.227052
9,14,6,6,1,4,1,1491.985,5574.87,52.22056,101.0727,0.5004403,0.4785927,1.44454,1.439809,1.467123
9,11,7,7,1,1,1,1475.409,5546.587,36.50706,74.44318,0.4871031,0.5334274,1.349092,1.336293,1.385312
9,13,8,8,1,3,1,1570.49,5722.056,124.1456,235.7248,0.5305504,0.5478129,1.304286,1.259231,1.330338
9,15,9,9,1,5,1,1486.806,5564.825,35.85718,69.86364,0.4661967,0.4907176,1.327181,1.299991,1.333327
9,14,10,10,1,4,1,1325.825,5257.944,-114.9229,-217.7711,0.5732664,0.6314261,1.176699,1.120717,1.134819
9,12,11,11,1,2,1,1448.417,5496.014,11.72383,27.98522,0.4268764,0.4161534,1.518796,1.485849,1.573997
9,14,12,12,1,4,1,1411.599,5424.857,-30.69493,-53.75488,0.4280326,0.4614334,1.501778,1.486848,1.478566
9,11,13,13,1,1,1,1462.927,5520.867,25.8027,51.99095,0.4715904,0.4850951,1.433852,1.421694,1.403267
9,13,14,14,1,3,1,1433.205,5462.991,-3.237309,-4.415671,0.5502407,0.5952762,1.213178,1.184114,1.195961
9,15,15,15,1,5,1,1540.837,5665.342,97.67247,185.1393,0.4635773,0.4903265,1.38526,1.371045,1.338696
9,12,16,16,1,2,1,1335.885,5272.145,-110.8162,-214.8392,0.4379011,0.4429455,1.358983,1.347489,1.365596
9,14,17,17,1,4,1,1272.443,5149.168,-171.616,-332.8013,0.371943,0.3686465,1.385358,1.355881,1.480796
9,12,18,18,1,2,1,1410.599,5417.833,-33.21601,-63.59601,0.5300836,0.5601894,1.43003,1.430146,1.434389
9,13,19,19,1,3,1,1374.236,5349.973,-66.46762,-125.5438,0.5117633,0.4816646,1.437497,1.417907,1.421302
9,15,20,20,1,5,1,1347.735,5297.875,-94.56178,-180.7935,1.066568,1.164125,0.9353284,0.9227756,0.8208573
9,11,21,21,1,1,1,1372.385,5345.797,-64.84651,-122.9379,0.525782,0.536624,1.181029,1.062605,1.054605
9,15,22,22,1,5,1,1388.02,5378.434,-54.85875,-101.1868,0.5417673,0.5235909,1.280101,1.224906,1.302509
9,25,1,23,2,5,2,1618.513,5808.482,150.7384,285.9555,0.883389,0.9882089,0.9651229,0.9175444,0.851303
9,23,2,24,2,3,2,1628.885,5826.392,161.1628,303.7554,1.021971,1.086868,0.8487898,0.8383063,0.7733099
9,21,3,25,2,1,2,1684.46,5922.066,202.0878,372.3278,0.6031889,0.5791985,1.219839,1.183583,1.327214
9,22,4,26,2,2,2,1591.996,5761.638,139.3319,267.4767,0.4510564,0.4534612,1.385005,1.346817,1.437258
9,25,5,27,2,5,2,1539.066,5664.661,71.60019,142.5203,0.5400848,0.5947804,1.341997,1.280191,1.34254
9,24,6,28,2,4,2,1430.164,5459.288,-11.60679,-13.5461,0.9225169,0.9871449,0.8616105,0.8495324,0.8342354
9,21,7,29,2,1,2,1460.391,5517.389,-10.32263,-10.26717,0.4423869,0.4796624,1.311292,1.258751,1.320041
9,23,8,30,2,3,2,1552.016,5682.369,78.83038,149.8688,0.5808053,0.6084127,1.316285,1.277684,1.292615
9,25,9,31,2,5,2,1448.738,5485.93,-32.4554,-61.90432,1.075176,1.118364,0.7930145,0.7814299,0.7388672
9,24,10,32,2,4,2,1484.508,5558.244,21.72519,44.28715,0.3567769,0.3683606,1.531202,1.486649,1.506027
9,22,11,33,2,2,2,1537.651,5655.85,66.41061,126.7991,0.4081757,0.4348201,1.306205,1.293104,1.219784
9,24,12,34,2,4,2,1290.859,5176.111,-197.5451,-385.3239,0.4247431,0.4479383,1.405596,1.397552,1.371465
9,21,13,35,2,1,2,1288.577,5178.916,-185.5019,-355.4322,0.5025687,0.5314373,1.32093,1.310358,1.321205
9,23,14,36,2,3,2,1427.072,5447.115,-52.32278,-97.22459,0.3114683,0.307013,1.442204,1.413337,1.505882
9,25,15,37,2,5,2,1439.932,5472.64,-45.6218,-83.05236,0.4203617,0.4201368,1.382332,1.330049,1.348643
9,22,16,38,2,2,2,1185.068,4965.946,-268.0359,-528.4548,0.3916643,0.3954324,1.306263,1.298419,1.327616
9,24,17,39,2,4,2,1180.457,4943.691,-281.3892,-567.485,0.300336,0.3133119,1.353745,1.346359,1.319836
9,22,18,40,2,2,2,1587.263,5752.478,111.1746,214.6867,0.3890499,0.3820408,1.40769,1.38817,1.464687
9,23,19,41,2,3,2,1420.154,5441.259,-44.70444,-75.86614,0.3367166,0.3610157,1.439435,1.428988,1.47339
9,25,20,42,2,5,2,1438.056,5473.235,-32.3385,-54.44134,0.2812099,0.2966813,1.479653,1.459066,1.535604
9,21,21,43,2,1,2,1525.901,5637.592,37.82353,76.99107,0.3491161,0.3834131,1.308062,1.278504,1.29405
9,25,22,44,2,5,2,1465.834,5527.887,-8.248935,-6.609302,0.3689746,0.3772536,1.310457,1.263016,1.295435
10,15,1,1,1,5,1,1603.446,5772.912,220.6468,414.2909,0.1401827,0.1437582,1.747274,1.726812,1.724214
10,13,2,2,1,3,1,1606.821,5782.248,224.8759,426.2838,0.1554419,0.1825085,1.595887,1.543114,1.615209
10,12,3,3,1,2,1,1524.757,5630.482,142.6545,273.7699,0.1142123,0.1191498,1.729681,1.686868,1.843078
10,15,4,4,1,5,1,1370.154,5335.2,10.80322,23.7955,0.1915977,0.2075895,1.712788,1.673879,1.697055
10,11,5,5,1,1,1,1434.259,5458.591,83.2895,165.0564,0.1537139,0.1621498,1.724564,1.682007,1.791818
10,14,6,6,1,4,1,1391.953,5377.063,60.30219,122.5914,0.1434903,0.1437066,1.848106,1.812834,1.938471
10,15,7,7,1,5,1,1348.86,5294.09,-13.86683,-23.07354,0.1123394,0.1197073,1.911574,1.88084,2.082769
10,13,8,8,1,3,1,1380.373,5353.474,17.48705,35.81094,0.1469069,0.146235,1.754402,1.711025,1.777888
10,11,9,9,1,1,1,1337.639,5274.287,-25.8476,-45.64035,0.1724673,0.1751326,1.785115,1.753072,1.962942
10,14,10,10,1,4,1,1343.084,5281.933,-23.96822,-45.02758,0.1247954,0.1278206,1.837691,1.777591,2.209985
10,12,11,11,1,2,1,1281.078,5157.904,-87.68971,-172.5574,0.1264413,0.1298243,1.819886,1.77829,2.18681
10,11,12,12,1,1,1,1389.677,5377.247,-8.728834,-12.6367,0.1285461,0.1359826,1.628759,1.600356,1.743202
10,12,13,13,1,2,1,1314.046,5226.176,-69.16888,-133.2186,0.1496356,0.160204,1.731987,1.711668,1.766664
10,13,14,14,1,3,1,1231.235,5054.678,-132.6719,-265.6839,0.148152,0.14057,1.814256,1.782575,2.101012
10,15,15,15,1,5,1,1262.266,5124.828,-138.1266,-269.0747,0.1442526,0.1530492,1.61257,1.561336,1.880568
10,14,16,16,1,4,1,1291.97,5181.255,-114.598,-225.3664,0.161573,0.1627607,1.670166,1.635356,1.85528
10,13,17,17,1,3,1,1287.932,5175.48,-96.90462,-187.7921,0.1876664,0.198599,1.597541,1.561524,1.922962
10,12,18,18,1,2,1,1269.65,5141.933,-141.0585,-272.818,0.1464231,0.1292287,1.586293,1.54191,1.675845
10,11,19,19,1,1,1,1291.627,5182.689,-88.96585,-171.4838,0.1403706,0.153362,1.747247,1.696695,1.811268
10,15,20,20,1,5,1,1319.549,5238.422,-81.98233,-158.2793,0.1856051,0.1804302,1.586954,1.549748,1.833768
10,14,21,21,1,4,1,1309.317,5218.298,-59.68298,-113.086,0.1576759,0.1813362,1.745801,1.719237,1.877146
10,15,22,22,1,5,1,1373.825,5346.407,-19.76133,-34.38079,0.1394854,0.1441968,1.695045,1.664583,2.061733
10,25,1,23,2,5,2,1826.371,6164.514,454.901,831.2399,0.1902597,0.1969689,1.731413,1.71145,1.740311
10,23,2,24,2,3,2,1729.035,5997.533,330.1411,612.1832,0.2072619,0.222048,1.51455,1.490147,1.483955
10,22,3,25,2,2,2,1611.254,5788.137,230.2456,437.9686,0.1484129,0.1522862,1.765546,1.751816,1.767365
10,25,4,26,2,5,2,1507.087,5597.805,119.6251,241.0227,0.1272254,0.1365361,1.798923,1.749782,1.655044
10,21,5,27,2,1,2,1501.522,5589.287,138.0851,272.4884,0.2002443,0.2064278,1.571613,1.561192,1.569678
10,24,6,28,2,4,2,1306.562,5214.893,-53.49703,-95.74703,0.1704959,0.1804919,1.668543,1.638975,1.63923
10,25,7,29,2,5,2,1266.631,5136.385,-35.71847,-61.9522,0.2455267,0.2625954,1.532598,1.516034,1.525864
10,23,8,30,2,3,2,1310.302,5222.171,-11.89481,-14.1513,0.1997219,0.2108408,1.715574,1.695126,1.752448
10,21,9,31,2,1,2,1368.22,5337.071,-24.15479,-38.0579,0.213894,0.2249036,1.558464,1.549934,1.521894
10,24,10,32,2,4,2,1307.324,5215.823,-64.05048,-116.9275,0.207733,0.2169256,1.585215,1.568423,1.640633
10,22,11,33,2,2,2,1340.762,5274.621,-40.60891,-77.40249,0.1666986,0.1843407,1.595831,1.559416,1.611854
10,21,12,34,2,1,2,1320.517,5240.902,-52.62601,-94.064,0.1588964,0.1724732,1.759214,1.736908,1.784286
10,22,13,35,2,2,2,1325.544,5252.02,-51.7403,-94.06186,0.290644,0.3071222,1.479374,1.459151,1.468943
10,23,14,36,2,3,2,1266.358,5132.821,-94.8189,-180.7031,0.3383231,0.3675791,1.528193,1.519125,1.46216
10,25,15,37,2,5,2,1293.027,5181.912,-82.90042,-159.5646,0.2172346,0.2506856,1.730086,1.698985,1.665114
10,24,16,38,2,4,2,1311.901,5224.521,-22.71174,-36.93241,0.5816336,0.6084625,1.334519,1.326062,1.299217
10,23,17,39,2,3,2,1203.061,4995.396,-168.5811,-330.1311,0.1812916,0.1909039,1.764736,1.75437,1.746218
10,22,18,40,2,2,2,1256.079,5108.065,-122.7098,-238.0976,0.2131061,0.2377352,1.787916,1.769315,1.726149
10,21,19,41,2,1,2,1175.839,4947.136,-211.251,-417.4314,0.1509726,0.1543854,1.728777,1.72228,1.719855
10,25,20,42,2,5,2,1195.269,4987.077,-121.1999,-238.2549,0.2306047,0.2497485,1.762161,1.742906,1.84628
10,24,21,43,2,4,2,1243.505,5088.482,-83.81528,-158.4586,0.2512883,0.2650105,1.873322,1.859517,1.864964
10,25,22,44,2,5,2,1370.345,5342.183,4.529167,19.86267,0.2222497,0.2468079,1.7762,1.737466,1.780983
11,25,1,1,1,5,2,2216.106,6797.182,496.1762,834.4594,0.1907336,0.1932819,1.624217,1.61538,1.624566
11,21,2,2,1,1,2,2118.184,6644.622,410.1505,703.9684,0.2021787,0.2146413,1.617744,1.610769,1.623638
11,23,3,3,1,3,2,2141.153,6679.603,402.0421,684.8239,0.1948637,0.1966886,1.630431,1.622607,1.635688
11,22,4,4,1,2,2,2027.687,6495.798,307.6749,535.3247,0.1917389,0.1993797,1.659049,1.655063,1.61094
11,25,5,5,1,5,2,1966.828,6395.462,245.7992,432.9122,0.191566,0.2031389,1.60852,1.598797,1.607473
11,24,6,6,1,4,2,1882.391,6261.708,168.529,310.2395,0.2175037,0.2253538,1.684473,1.675732,1.662797
11,23,7,7,1,3,2,1848.935,6205.207,156.0447,289.4308,0.1933236,0.2011954,1.659596,1.655256,1.644884
11,22,8,8,1,2,2,1739.579,6013.958,15.55474,46.16175,0.2364517,0.2421364,1.446995,1.431355,1.49907
11,21,9,9,1,1,2,1697.878,5944.192,-6.686982,9.85527,0.222073,0.2114623,1.492743,1.488279,1.562417
11,24,10,10,1,4,2,1745.577,6025.246,49.34018,103.5343,0.2189367,0.2274474,1.582222,1.552379,1.608057
11,25,11,11,1,5,2,1807.419,6134.01,122.6504,233.0643,0.1589014,0.1505977,1.684709,1.684015,1.696145
11,22,12,12,1,2,2,1597.489,5769.039,-83.51005,-125.8588,0.1965089,0.2185655,1.585954,1.565405,1.590413
11,24,13,13,1,4,2,1425.571,5429.187,-255.4848,-465.0502,0.2110676,0.2007869,1.517949,1.50533,1.532074
11,25,14,14,1,5,2,1571.317,5703.603,-100.1405,-173.7004,0.1832189,0.1777452,1.656099,1.648858,1.69013
11,23,15,15,1,3,2,1559.024,5696.398,-109.6242,-176.3445,0.2018626,0.215878,1.569937,1.534218,1.582783
11,21,16,16,1,1,2,1475.131,5533.914,-138.7619,-244.1393,0.2077379,0.2203087,1.543977,1.499514,1.525123
11,25,17,17,1,5,2,1493.793,5576.624,-173.8385,-296.0161,0.1878937,0.2077381,1.648337,1.633673,1.6537
11,23,18,18,1,3,2,1435.039,5467.371,-226.4582,-395.4736,0.237623,0.2294853,1.475633,1.45629,1.512194
11,22,19,19,1,2,2,1401.535,5396.369,-212.6787,-384.8658,0.2903259,0.3147509,1.380601,1.357434,1.29307
11,24,20,20,1,4,2,1588.945,5745.323,-86.76627,-139.7676,0.1910916,0.2019514,1.670702,1.630923,1.735494
11,21,21,21,1,1,2,1375.634,5350.582,-271.1919,-484.3525,0.2014174,0.1942912,1.474552,1.447073,1.477813
11,25,22,22,1,5,2,1323.952,5245.629,-358.3689,-651.1259,0.1732786,0.1843753,1.689605,1.679899,1.656566
11,15,1,23,2,5,1,1933.465,6347.385,514.1088,924.6916,0.1932056,0.2130934,1.621621,1.603836,1.622138
11,11,2,24,2,1,1,1905.466,6302.241,480.7746,869.5268,0.242321,0.2542082,1.564527,1.556759,1.520922
11,13,3,25,2,3,1,1615.391,5797.5,168.2411,320.2294,0.211949,0.2210707,1.63807,1.633977,1.656915
11,12,4,26,2,2,1,1576.69,5731.043,133.2469,260.6842,0.228178,0.2267463,1.58909,1.577789,1.51258
11,15,5,27,2,5,1,1489.254,5570.729,37.72771,84.3052,0.1951214,0.2005399,1.642013,1.629556,1.714636
11,14,6,28,2,4,1,1479.923,5552.058,46.94904,102.3763,0.191503,0.2457875,1.63088,1.593345,1.554184
11,13,7,29,2,3,1,1469.385,5532.925,42.05379,94.48611,0.1947081,0.2013029,1.760847,1.750595,1.778902
11,12,8,30,2,2,1,1459.287,5513.442,53.6857,116.293,0.1964076,0.218792,1.614913,1.586194,1.610075
11,11,9,31,2,1,1,1485.568,5562.843,69.74513,146.7684,0.2146491,0.2363798,1.585593,1.578169,1.576325
11,14,10,32,2,4,1,1302.134,5206.702,-114.6815,-210.8797,0.2245071,0.2268888,1.469643,1.457878,1.437418
11,15,11,33,2,5,1,1234.198,5062.667,-168.5831,-328.1479,0.2159704,0.2221819,1.595955,1.547287,1.618383
11,12,12,34,2,2,1,1322.19,5244.646,-97.09352,-177.7372,0.213256,0.2056891,1.569279,1.560405,1.599589
11,14,13,35,2,4,1,1221.055,5036.375,-192.7201,-375.7244,0.1872531,0.217713,1.747667,1.709931,1.747009
11,15,14,36,2,5,1,1089.017,4755.429,-309.3563,-627.864,0.2156009,0.2259869,1.645676,1.636285,1.612281
11,13,15,37,2,3,1,1343.739,5290.03,-57.03261,-97.70072,0.1811303,0.2019067,1.641666,1.632424,1.624203
11,11,16,38,2,1,1,1285.669,5173.659,-110.4946,-204.1799,0.2296569,0.225656,1.502062,1.495001,1.522039
11,15,17,39,2,5,1,1393.721,5386.241,-3.569387,4.484622,0.1874646,0.2132909,1.650484,1.633526,1.673987
11,13,18,40,2,3,1,1322.406,5244.762,-89.59489,-164.1115,0.1974971,0.2151142,1.653642,1.652521,1.666267
11,12,19,41,2,2,1,1306.557,5204.959,-106.3343,-205.3391,0.2064831,0.2186602,1.531774,1.515679,1.516876
11,14,20,42,2,4,1,1315.546,5231.477,-90.01488,-166.1044,0.172934,0.1837905,1.724771,1.693094,1.755076
11,11,21,43,2,1,1,1290.519,5183.655,-112.161,-207.5002,0.2157007,0.2364168,1.630733,1.626003,1.580192
11,15,22,44,2,5,1,1305.355,5211.406,-101.4444,-187.2325,0.1667067,0.1853399,1.645022,1.638855,1.712631
12,25,1,1,1,5,2,1139.563,4870.614,40.98721,89.79713,0.5708466,0.5781626,0.8869136,0.8845602,0.8667462
12,23,2,2,1,3,2,1199.985,5001.188,119.6048,260.451,0.5086418,0.5212945,1.088757,1.073473,1.063182
12,21,3,3,1,1,2,1174.576,4946.611,70.18372,152.9445,0.5695404,0.6015076,0.9972056,0.9639826,0.9635747
12,25,4,4,1,5,2,1206.036,5009.235,132.921,285.468,0.4431563,0.4820229,1.224661,1.186559,1.138741
12,24,5,5,1,4,2,1069.397,4719.598,18.03073,43.01265,0.5833749,0.5862491,0.9214783,0.915238,0.9264666
12,22,6,6,1,2,2,1061.181,4703.074,33.37934,78.88739,0.6176324,0.5931271,1.01959,1.023643,1.04898
12,24,7,7,1,4,2,1036.466,4646.969,7.851032,21.06313,0.403871,0.385985,1.190582,1.164095,1.215925
12,21,8,8,1,1,2,1086.488,4755.909,58.0282,130.462,0.4184186,0.4088355,1.295138,1.295553,1.291282
12,25,9,9,1,5,2,1027.2,4624.935,10.15596,24.67354,0.3548857,0.3097927,1.190044,1.160394,1.24698
12,23,10,10,1,3,2,1042.996,4659.546,26.53258,60.58508,0.3839622,0.3963071,1.142219,1.105919,1.109872
12,22,11,11,1,2,2,1046.621,4670.773,21.15172,51.77187,0.6274961,0.635656,0.8599619,0.8571796,0.8588278
12,23,12,12,1,3,2,1025.037,4619.012,11.05558,25.54179,0.4830809,0.486581,1.009876,0.9933856,0.9815953
12,21,13,13,1,1,2,993.8547,4550.607,-20.18303,-42.98618,0.5214934,0.4484006,1.083948,1.095472,1.157411
12,25,14,14,1,5,2,949.354,4448.739,-91.56555,-204.4832,0.5729587,0.6065839,0.8972439,0.8601399,0.8026883
12,22,15,15,1,2,2,983.843,4528.604,-34.76511,-75.05116,0.4613814,0.4248759,1.084831,1.056554,1.075979
12,24,16,16,1,4,2,977.2676,4512.246,-45.52713,-100.7629,0.462625,0.4350511,1.087302,1.085274,1.135614
12,25,17,17,1,5,2,970.2687,4494.778,-42.66507,-96.38031,0.5975481,0.6125833,0.8558584,0.8425414,0.8085303
12,23,18,18,1,3,2,922.6317,4384.331,-100.1123,-228.3129,0.5145211,0.5450038,0.9527786,0.9204671,0.8841415
12,22,19,19,1,2,2,981.5435,4521.432,-26.20073,-58.12521,0.4495881,0.3649261,1.130153,1.121298,1.181746
12,21,20,20,1,1,2,1019.957,4610.334,-30.19149,-63.03109,0.3482718,0.3684441,1.373234,1.294581,1.313501
12,24,21,21,1,4,2,992.7356,4543.263,-21.97196,-51.29913,0.776891,0.3589512,1.06141,1.172889,1.466639
12,25,22,22,1,5,2,991.2023,4545.37,-56.07637,-122.1332,0.4914719,0.4491571,1.240412,1.247572,1.281861
12,15,1,23,2,5,1,938.6891,4422.697,26.70367,65.42398,0.3706071,0.3415983,1.409005,1.382076,1.590292
12,13,2,24,2,3,1,970.4236,4497.688,80.67002,194.2581,0.462325,0.4332799,1.138696,1.125952,1.130993
12,11,3,25,2,1,1,1000.616,4567.325,101.1967,240.0003,0.5235896,0.5558752,1.015883,0.9697543,0.9691702
12,15,4,26,2,5,1,930.8859,4404.595,24.63169,60.74896,0.4182276,0.3601308,1.212395,1.151481,1.242902
12,14,5,27,2,4,1,911.7667,4359.272,12.82212,32.48152,0.3502761,0.3560966,1.327808,1.308723,1.352987
12,12,6,28,2,2,1,929.1515,4401.155,38.27274,95.09495,0.5126017,0.5016997,1.065405,1.044927,1.050122
12,14,7,29,2,4,1,889.3002,4305.105,-5.253001,-10.4087,0.7202336,0.5984024,0.8201361,0.8052589,0.8723661
12,11,8,30,2,1,1,857.3477,4227.86,-39.15583,-92.68688,0.5416999,0.505232,1.061092,1.056176,1.087591
12,15,9,31,2,5,1,865.8739,4248.615,-46.5737,-110.2636,0.3343341,0.3337298,1.447751,1.398352,1.50247
12,13,10,32,2,3,1,895.2424,4320.454,1.48042,6.629538,0.4862496,0.4704869,1.224162,1.22028,1.241414
12,12,11,33,2,2,1,899.9537,4330.959,5.272264,14.66418,0.5388586,0.5235555,1.014186,0.9905066,1.002106
12,13,12,34,2,3,1,852.5034,4215.778,-37.43922,-88.90755,0.6246811,0.6018654,0.8749203,0.8718859,0.8849635
12,11,13,35,2,1,1,858.3684,4229.143,-26.53388,-62.98661,0.6164001,0.6294506,0.8821784,0.8827006,0.8415722
12,15,14,36,2,5,1,865.367,4246.95,-30.1537,-69.48829,0.342128,0.3473374,1.562779,1.5488,1.552067
12,12,15,37,2,2,1,868.3292,4254.667,-23.55835,-53.9299,0.4282487,0.3946449,1.277262,1.277444,1.291706
12,14,16,38,2,4,1,813.1135,4117.59,-84.26907,-204.3736,0.3436423,0.3494618,1.378491,1.350498,1.400995
12,15,17,39,2,5,1,858.2339,4219.878,-19.44627,-50.42263,0.389823,0.378218,1.286574,1.207992,1.210854
12,13,18,40,2,3,1,566.2736,3436.142,-12.96406,-38.37555,0.01053457,0.01053457,0.9708054,0.9708054,0.9708054
12,12,19,41,2,2,1,552.4595,3393.58,-26.79903,-81.37528,0.01140971,0.01077783,0.924484,0.9202201,0.905543
