subj,trg,trial,id,block,snr,cond,pa,pd,pa_pfe,pd_pfe,fd_int,fd,sgd_int,sgd_i,sgd
12,11,20,42,2,1,1,563.3862,3427.037,-14.19344,-42.68713,0.01091257,0.01091257,0.9242075,0.9242075,0.9242075
12,14,21,43,2,4,1,577.5331,3469.324,-1.510219,-4.644384,0.03143686,0.01046418,0.9882149,0.9855517,0.9567862
12,15,22,44,2,5,1,610.3749,3566.632,29.99111,89.80585,0.01148257,0.01147763,1.008825,1.008825,1.008902
13,15,1,1,1,5,1,1459.491,5514.372,242.5238,487.9906,0.4338267,0.438325,1.514326,1.51019,1.508767
13,15,2,2,1,5,1,1410.768,5422.671,211.7932,433.4598,0.3647781,0.3682146,1.560299,1.560149,1.556656
13,11,3,3,1,1,1,1605.675,5784.858,370.955,721.7921,0.518418,0.518418,1.176948,1.176948,1.176948
13,13,4,4,1,3,1,1321.409,5242.094,100.5299,207.5358,0.6414108,0.6441876,0.91929,0.9202414,0.9080985
13,12,5,5,1,2,1,1256.223,5112.707,18.35852,43.09786,0.7139297,0.7139297,0.8610544,0.8610544,0.8610544
13,14,6,6,1,4,1,1174.795,4942.785,-19.63293,-36.70822,0.4417567,0.4486209,1.489843,1.487023,1.488942
13,15,7,7,1,5,1,1187.83,4974.187,-28.34591,-50.57664,0.5403199,0.5403199,1.379324,1.379324,1.379324
13,11,8,8,1,1,1,1252.293,5100.92,16.2409,35.05315,0.5245481,0.5245481,0.9858228,0.9858228,0.9858228
13,13,9,9,1,3,1,1158.792,4908.224,-28.71266,-57.34286,0.3712826,0.3761141,1.437392,1.445234,1.414947
13,14,10,10,1,4,1,1101.492,4787.754,-90.98649,-187.6774,0.4345624,0.4345624,1.486912,1.486912,1.486912
13,12,11,11,1,2,1,1144.231,4878.379,-24.15443,-47.6275,0.59197,0.59197,1.221585,1.221585,1.221585
13,13,12,12,1,3,1,1137.071,4862.585,-64.97191,-132.8271,0.309504,0.316701,1.598087,1.593041,1.618587
13,11,13,13,1,1,1,1101.178,4788.071,-110.1109,-226.4662,0.4239609,0.4347074,1.327964,1.319259,1.317285
13,12,14,14,1,2,1,1079.953,4741.833,-99.81662,-207.3772,0.3331784,0.3392647,1.648126,1.644321,1.635839
13,15,15,15,1,5,1,1054.739,4683.392,-118.1458,-251.6165,0.3394631,0.3394631,1.506877,1.506877,1.506877
13,14,16,16,1,4,1,1209.592,5016.538,-0.530349,4.330517,0.8739612,0.9091313,0.7814347,0.7690036,0.700817
13,12,17,17,1,2,1,1077.196,4735.222,-103.0688,-215.1575,0.3072024,0.3123216,1.680687,1.678799,1.670793
13,13,18,18,1,3,1,1116.615,4815.403,-81.3859,-171.4456,0.3883727,0.4041974,1.455136,1.429008,1.457002
13,14,19,19,1,4,1,1198.389,4996.017,-24.61967,-42.74169,0.3739893,0.3739893,1.432134,1.432134,1.432134
13,15,20,20,1,5,1,1210.285,5020.139,11.49594,31.38375,0.3770899,0.3834614,1.507855,1.50506,1.499666
13,11,21,21,1,1,1,1114.314,4813.945,-81.42905,-168.3184,0.3685696,0.3742486,1.512175,1.504988,1.498453
13,15,22,22,1,5,1,1074.854,4731.529,-110.8446,-229.8408,0.419153,0.419153,1.572476,1.572476,1.572476
13,25,1,23,2,5,2,1465.374,5521.422,332.7257,683.1541,0.3349633,0.3319149,1.787131,1.790279,1.787446
13,25,2,24,2,5,2,1428.317,5453.31,286.6526,594.7961,0.3362746,0.3461125,1.644139,1.624949,1.647305
13,21,3,25,2,1,2,1308.079,5217.147,174.4089,375.5481,0.3577077,0.3616077,1.476498,1.479035,1.466292
13,23,4,26,2,3,2,1293.569,5189.083,166.0761,360.8118,0.3929591,0.3929591,1.463337,1.463337,1.463337
13,22,5,27,2,2,2,1377.585,5346.935,236.6337,489.9391,0.6305405,0.6305405,1.058423,1.058423,1.058423
13,24,6,28,2,4,2,1160.735,4896.815,33.35276,69.16476,0.3430558,0.3430558,1.476734,1.476734,1.476734
13,25,7,29,2,5,2,1049.62,4670.979,-63.08323,-126.0245,0.3346497,0.3346497,1.49775,1.49775,1.49775
13,21,8,30,2,1,2,1162.203,4909.447,47.53482,108.6444,0.3291473,0.3314023,1.54948,1.549129,1.552463
13,23,9,31,2,3,2,1073.181,4721.888,-61.01053,-120.6888,0.3748146,0.3748146,1.459422,1.459422,1.459422
13,24,10,32,2,4,2,1048.78,4666.993,-80.94205,-166.4313,0.3983294,0.3983294,1.461819,1.461819,1.461819
13,22,11,33,2,2,2,1028.653,4623.773,-89.06268,-183.8891,0.3147973,0.3258119,1.598994,1.582031,1.565416
13,23,12,34,2,3,2,1109.339,4795.845,-12.68629,-21.17696,0.4053141,0.4053141,1.417435,1.417435,1.417435
13,21,13,35,2,1,2,935.7316,4407.08,-178.4517,-393.0571,0.4322809,0.4322809,1.363535,1.363535,1.363535
13,22,14,36,2,2,2,909.1985,4351.566,-185.4019,-406.0761,0.2476147,0.2521481,1.703453,1.695133,1.686068
13,25,15,37,2,5,2,1088.282,4754.725,-3.626298,1.777085,0.3372037,0.3426523,1.485733,1.485536,1.484829
13,24,16,38,2,4,2,924.9682,4390.127,-165.0622,-358.1211,0.3027453,0.3066824,1.640919,1.637374,1.646863
13,22,17,39,2,2,2,1085.319,4752.398,-23.59516,-36.51675,0.3890389,0.3958516,1.499911,1.49967,1.490474
13,23,18,40,2,3,2,991.3818,4542.337,-115.3173,-241.2757,0.312091,0.312091,1.623172,1.623172,1.623172
13,24,19,41,2,4,2,1052.539,4678.755,-68.51263,-135.179,0.4042189,0.4042189,1.57553,1.57553,1.57553
13,25,20,42,2,5,2,947.7386,4439.949,-150.6276,-325.6477,0.2914267,0.3008343,1.680389,1.673677,1.67704
13,21,21,43,2,1,2,1188.026,4969.035,90.76122,204.4962,0.6632379,0.6632379,1.172557,1.172557,1.172557
13,25,22,44,2,5,2,940.9126,4417.219,-147.8641,-328.9579,0.2824463,0.2872191,1.613816,1.604258,1.58613
14,15,1,1,1,5,1,1172.95,4941.971,208.5052,471.635,0.443478,0.4131353,0.9806671,0.9426351,1.013533
14,15,2,2,1,5,1,1101.37,4790.342,163.3206,381.1823,0.6089382,0.6116891,0.7110305,0.6881866,0.7064557
14,12,3,3,1,2,1,994.4388,4551.125,48.42853,123.5389,0.3200372,0.3018842,1.329654,1.313428,1.590437
14,14,4,4,1,4,1,990.6819,4543.126,76.38472,190.1791,0.4213506,0.4326961,0.9684891,0.9455159,0.9158154
14,11,5,5,1,1,1,971.4014,4497.779,84.02805,208.3845,0.5558261,0.5224023,0.87128,0.8259588,0.7978036
14,13,6,6,1,3,1,877.996,4275.874,-1.687221,4.618694,0.487227,0.4718329,0.9317404,0.9113238,0.9359519
14,14,7,7,1,4,1,840.3977,4183.014,-45.72087,-103.2805,0.5725484,0.6311119,0.8618015,0.852026,0.7368168
14,15,8,8,1,5,1,832.6931,4163.844,-63.24981,-145.5431,0.4698906,0.4736609,0.900282,0.8495351,0.8952589
14,13,9,9,1,3,1,922.1947,4380.454,9.48595,31.28626,0.5218133,0.5214266,0.9063827,0.8670338,0.8498301
14,12,10,10,1,2,1,794.8196,4068.762,-112.7047,-268.0232,0.464513,0.4431471,0.9979143,0.9575812,1.043534
14,11,11,11,1,1,1,845.4247,4197.462,-55.88358,-125.1039,0.507233,0.4371366,0.8887062,0.850554,0.870002
14,14,12,12,1,4,1,795.6058,4070.961,-113.0402,-268.6993,0.4336017,0.419513,1.007116,0.9586596,1.066243
14,13,13,13,1,3,1,761.8282,3980.509,-115.601,-285.5136,0.4779517,0.483409,0.9417123,0.920406,0.9353325
14,11,14,14,1,1,1,682.7333,3769.994,-194.1614,-494.7805,0.5556985,0.5677703,0.863769,0.8534546,0.8584238
14,15,15,15,1,5,1,763.9052,3985.16,-112.1071,-277.284,0.5089057,0.5258117,0.9022137,0.8739359,0.9126424
14,12,16,16,1,2,1,781.3922,4032.855,-83.08855,-202.2782,0.4999329,0.5064509,0.9225278,0.8946316,0.7231152
14,11,17,17,1,1,1,878.8094,4279.414,12.82718,41.03493,0.3396803,0.3094886,1.334282,1.322391,1.445215
14,12,18,18,1,2,1,876.2271,4273.064,-3.59571,1.687722,0.4623992,0.3325841,1.07244,1.048969,1.36118
14,14,19,19,1,4,1,907.6407,4348.715,22.23464,63.95197,0.4023751,0.3835331,1.077417,1.042132,1.224244
14,15,20,20,1,5,1,1064.199,4710.183,172.8461,411.382,0.3376783,0.2508595,1.13695,1.102652,1.603622
14,13,21,21,1,3,1,1038.439,4649.271,168.9866,403.3844,0.444216,0.4385756,1.136715,1.092792,1.225058
14,15,22,22,1,5,1,822.761,4135.925,-16.84467,-39.30318,0.5151916,0.486343,1.126308,1.112347,1.185882
14,25,1,23,2,5,2,1167.151,4929.65,198.0784,441.9451,0.2685216,0.187155,1.108413,1.049544,1.329701
14,25,2,24,2,5,2,1081.079,4745.361,109.4794,250.5088,0.2345936,0.1248447,0.9764596,0.9425604,0.9099539
14,22,3,25,2,2,2,1039.452,4654.831,70.46494,167.0566,0.367921,0.2567546,0.8345715,0.7875632,0.7900248
14,24,4,26,2,4,2,1013.619,4595.471,43.46935,104.8182,0.2649193,0.2070194,1.035137,0.9944999,0.8950573
14,21,5,27,2,1,2,932.1257,4408.075,-14.95764,-29.20255,0.2424379,0.1692118,1.05817,1.006498,1.038392
14,23,6,28,2,3,2,952.0529,4454.747,-15.37011,-30.7575,0.3149213,0.2317948,1.072934,0.9930002,1.036171
14,24,7,29,2,4,2,1006.674,4580.536,35.79279,87.08262,0.360972,0.264111,0.9702082,0.8981388,0.795899
14,25,8,30,2,5,2,1021.308,4614.17,49.12508,117.0372,0.3966924,0.3905627,0.9353182,0.8965469,0.802546
14,23,9,31,2,3,2,967.8739,4491.584,-7.762368,-12.8851,0.4938086,0.3784233,0.7789556,0.7482552,0.7437792
14,22,10,32,2,2,2,918.7882,4375.538,-48.32267,-109.0699,0.5362653,0.4703935,0.8084592,0.7751126,0.733714
14,21,11,33,2,1,2,978.4395,4516.151,18.97668,49.18403,0.3848276,0.3834873,0.9976668,0.9553965,0.9960203
14,24,12,34,2,4,2,912.318,4358.452,-55.36655,-127.6782,0.4329823,0.4161913,0.9234123,0.9057512,0.9592225
14,23,13,35,2,3,2,936.8887,4418.837,-20.61021,-43.7206,0.4037051,0.3605734,1.004188,0.9734736,1.213546
14,21,14,36,2,1,2,933.9193,4411.245,-17.07634,-35.75302,0.461416,0.469283,0.880174,0.8664069,0.8565214
14,25,15,37,2,5,2,921.466,4378.493,-42.47753,-99.45397,0.4242439,0.4370807,0.9766664,0.9453,0.8860625
14,22,16,38,2,2,2,924.1608,4380.099,-32.52846,-81.06393,0.4247296,0.4394438,0.9618887,0.9512718,0.9171914
14,21,17,39,2,1,2,755.0414,3964.342,-196.16,-482.5993,0.4338254,0.4281048,0.94496,0.9240637,0.9134505
14,22,18,40,2,2,2,877.4095,4272.724,-82.8945,-196.6814,0.371489,0.3801291,1.111972,1.083709,0.9746435
14,24,19,41,2,4,2,957.5536,4465.241,-1.567547,-2.114762,0.404208,0.4439963,0.9992102,0.9796749,0.8221747
14,25,20,42,2,5,2,1077.12,4738.135,125.6381,289.6616,0.3682524,0.350024,1.096358,1.051095,0.8412934
14,23,21,43,2,3,2,973.4237,4501.877,16.87372,41.80886,0.3665296,0.3674083,1.27994,1.266427,1.33437
14,25,22,44,2,5,2,899.3474,4327.36,-65.94237,-153.8515,0.301553,0.311794,1.204985,1.18644,1.22338
15,25,1,1,1,5,2,1664.069,5889.181,105.4744,193.268,0.3762279,0.3648415,1.333541,1.338271,1.370468
15,22,2,2,1,2,2,1664.572,5887.543,102.3461,185.6035,0.4041999,0.4041999,1.142353,1.142353,1.142353
15,23,3,3,1,3,2,1544.385,5669.345,-2.66063,-4.570915,0.3487977,0.3578099,1.332978,1.333125,1.319679
15,21,4,4,1,1,2,1623.975,5816.976,63.81187,118.4457,0.3750733,0.3600428,1.180678,1.179924,1.224928
15,24,5,5,1,4,2,1608.546,5787.33,63.15887,115.4757,0.3380038,0.3379602,1.244451,1.241751,1.235523
15,25,6,6,1,5,2,1727.009,5999.503,176.0523,318.2537,0.3938534,0.3718283,1.150978,1.146236,1.152433
15,23,7,7,1,3,2,1599.895,5772.03,58.53501,108.1688,0.3805324,0.3931429,1.373625,1.367668,1.432279
15,25,8,8,1,5,2,1598.257,5770.899,42.34109,79.85947,0.302083,0.2992869,1.28007,1.280364,1.271352
15,22,9,9,1,2,2,1599.584,5771.986,42.97001,80.27896,0.3309287,0.3098127,1.365069,1.3623,1.458863
15,21,10,10,1,1,2,1529.761,5645.816,-0.05377117,2.312486,0.3445061,0.3301136,1.378574,1.365342,1.417046
15,24,11,11,1,4,2,1477.312,5544.409,-64.40115,-120.8055,0.3320504,0.3357573,1.392533,1.389687,1.349483
15,22,12,12,1,2,2,1492.435,5576.28,-47.98285,-86.86356,0.4295913,0.3756722,1.221383,1.198948,1.249607
15,25,13,13,1,5,2,1437.009,5472.483,-76.73605,-141.4231,0.2984098,0.3156907,1.498142,1.486338,1.536751
15,24,14,14,1,4,2,1424.659,5446.991,-77.81449,-146.0021,0.3248561,0.3104342,1.454126,1.454789,1.498568
15,21,15,15,1,1,2,1488.061,5568.522,-48.95472,-88.98287,0.4251953,0.445854,1.201856,1.178875,1.230572
15,23,16,16,1,3,2,1519.599,5625.182,-4.480043,-8.196109,0.3847054,0.3950577,1.408603,1.403984,1.451764
15,24,17,17,1,4,2,1474.016,5541.55,-49.11312,-89.30751,0.291684,0.291095,1.442113,1.432414,1.478998
15,23,18,18,1,3,2,1445.189,5485.398,-93.77764,-174.6544,0.4035346,0.3861786,1.172697,1.170557,1.193702
15,21,19,19,1,1,2,1445.766,5487.618,-80.50545,-149.3257,0.3461104,0.3395477,1.403007,1.389209,1.390075
15,25,20,20,1,5,2,1457.617,5509.811,-63.23354,-116.3895,0.3151332,0.2928043,1.461207,1.460527,1.533616
15,22,21,21,1,2,2,1541.803,5667.993,-8.847281,-13.60066,0.3096049,0.316606,1.534897,1.529371,1.600475
15,25,22,22,1,5,2,1482.04,5557.95,-42.71894,-75.51176,0.2428617,0.240859,1.507665,1.498596,1.514412
15,15,1,23,2,5,1,1620.639,5811.937,150.1147,279.8324,0.305877,0.3007276,1.296435,1.295211,1.300975
15,12,2,24,2,2,1,1675.816,5908.009,186.5438,340.8204,0.3752923,0.3814908,1.081125,1.07749,1.067072
15,13,3,25,2,3,1,1518.69,5623.258,39.60339,75.12505,0.301071,0.2986283,1.261,1.260719,1.274922
15,11,4,26,2,1,1,1671.592,5900.976,164.847,301.3805,0.5838308,0.5837733,0.9724517,0.969304,0.9837051
15,14,5,27,2,4,1,1561.726,5704.037,80.7299,152.4721,0.2939843,0.2928473,1.323929,1.320307,1.363122
15,15,6,28,2,5,1,1421.242,5431.739,-56.30912,-113.2586,0.2915668,0.2762232,1.40102,1.409218,1.46068
15,13,7,29,2,3,1,1445.29,5486.715,-24.67189,-44.08059,0.2541923,0.2470742,1.446543,1.442158,1.499353
15,15,8,30,2,5,1,1400.186,5400.215,-52.38368,-97.99851,0.2546536,0.2497207,1.526644,1.52876,1.573134
15,12,9,31,2,2,1,1440.085,5477.459,-25.87693,-45.96648,0.2585076,0.2615992,1.369722,1.376813,1.391354
15,11,10,32,2,1,1,1479.961,5552.343,3.783015,9.971267,0.286237,0.2820913,1.438834,1.433194,1.493687
15,14,11,33,2,4,1,1355.255,5311.879,-86.18907,-165.2807,0.2594371,0.261783,1.558738,1.556336,1.565757
15,12,12,34,2,2,1,1557.902,5697.646,89.24771,169.4834,0.3328124,0.3424478,1.428744,1.403552,1.420961
15,15,13,35,2,5,1,1478.806,5551.68,39.16774,77.77161,0.268431,0.2767259,1.511749,1.495128,1.531012
15,14,14,36,2,4,1,1463.252,5522.224,17.05502,36.09634,0.2621807,0.2637168,1.597128,1.592567,1.602086
15,11,15,37,2,1,1,1380.041,5357.308,-58.90139,-114.7352,0.268684,0.2822708,1.554857,1.550404,1.539316
15,13,16,38,2,3,1,1442.809,5483.303,-9.431,-14.11494,0.2405411,0.2365865,1.502692,1.504282,1.511595
15,14,17,39,2,4,1,1357.88,5313.791,-101.7913,-197.3645,0.2659467,0.2678196,1.479778,1.474901,1.525005
15,13,18,40,2,3,1,1353.028,5307.594,-120.7793,-230.4485,0.2653922,0.2487673,1.342105,1.341402,1.384109
15,11,19,41,2,1,1,1461.853,5519.681,-13.85856,-21.67221,0.2747436,0.2711223,1.432829,1.429311,1.453977
15,15,20,42,2,5,1,1383.716,5369.261,-82.93057,-155.1633,0.2566964,0.2582068,1.567878,1.564906,1.559585
15,12,21,43,2,2,1,1402.684,5405.32,-43.65043,-80.46119,0.2484371,0.2492817,1.567273,1.563844,1.568853
15,15,22,44,2,5,1,1413.852,5428.512,-37.98781,-67.78031,0.2565931,0.2537093,1.541262,1.53608,1.610408
16,15,1,1,1,5,1,804.1833,4090.79,4.94912,13.59967,0.263981,0.2743306,1.67968,1.672107,1.68197
16,13,2,2,1,3,1,854.9874,4219.7,50.47478,129.1938,0.2871103,0.2929318,1.692439,1.669215,1.674732
16,11,3,3,1,1,1,837.6843,4178.471,31.31602,82.83447,0.2596013,0.2866547,1.624196,1.599997,1.606489
16,15,4,4,1,5,1,766.8901,3997.195,-26.07458,-63.87525,0.2610053,0.265235,1.609331,1.584321,1.60005
16,14,5,5,1,4,1,869.0482,4254.389,59.61795,151.1936,0.2367946,0.2439191,1.606855,1.587441,1.760742
16,12,6,6,1,2,1,789.283,4054.295,-9.218756,-20.89495,0.2729422,0.2892943,1.55755,1.543041,1.612627
16,13,7,7,1,3,1,789.4559,4051.431,-20.4207,-52.88184,0.2214786,0.2390747,1.669508,1.65862,1.650443
16,12,8,8,1,2,1,797.9257,4074.521,-1.985243,-4.231081,0.2558014,0.2610457,1.697164,1.697374,1.734771
16,15,9,9,1,5,1,814.9512,4120.578,8.331132,24.07626,0.2250377,0.2394295,1.610353,1.58407,1.533927
16,11,10,10,1,1,1,821.9147,4136.507,10.14859,27.24683,0.22523,0.2227145,1.597255,1.552944,1.621859
16,14,11,11,1,4,1,904.1287,4339.229,89.46781,222.3023,0.2331249,0.2040144,1.519098,1.529078,1.596713
16,15,12,12,1,5,1,868.1122,4248.948,68.09041,170.1705,0.2500967,0.2607711,1.567964,1.555843,1.608262
16,14,13,13,1,4,1,883.6263,4291.143,80.93373,205.2058,0.2063486,0.2317657,1.631797,1.596271,1.563233
16,13,14,14,1,3,1,838.0131,4176.578,36.0331,92.19913,0.2395911,0.2492949,1.608677,1.576128,1.618228
16,12,15,15,1,2,1,743.894,3933.486,-51.21057,-132.5802,0.2139624,0.2358161,1.627171,1.592714,1.616041
16,11,16,16,1,1,1,726.5503,3889.135,-56.78202,-146.2971,0.3035513,0.3129829,1.594986,1.578107,1.608054
16,12,17,17,1,2,1,716.9521,3864.729,-93.47324,-241.0502,0.3569472,0.3786259,1.471056,1.438499,1.386441
16,15,18,18,1,5,1,714.0183,3856.217,-94.08321,-243.6108,0.2749831,0.3008993,1.452294,1.437783,1.33272
16,11,19,19,1,1,1,753.6538,3961.181,-43.9643,-111.4205,0.2412913,0.2537856,1.566646,1.544356,1.681659
16,13,20,20,1,3,1,815.0605,4121.808,13.54408,38.41294,0.2520944,0.2108242,1.565719,1.56384,1.544774
16,14,21,21,1,4,1,774.7842,4018.582,-16.79405,-38.21602,0.2688034,0.294683,1.560036,1.533313,1.409825
16,15,22,22,1,5,1,803.4598,4091.646,-13.84175,-32.06749,0.2970477,0.3423362,1.495678,1.486874,1.335771
16,25,1,23,2,5,2,824.9811,4146.316,25.89363,71.16185,0.2266219,0.2509845,1.811871,1.75994,1.854356
16,23,2,24,2,3,2,815.0607,4119.471,13.32917,37.77806,0.2764226,0.2528887,1.585366,1.576024,1.622184
16,21,3,25,2,1,2,803.7828,4087.566,2.888923,8.309836,0.4414259,0.4866422,1.331548,1.316155,1.222574
16,25,4,26,2,5,2,839.599,4181.626,43.81176,115.6442,0.3365059,0.4338649,1.525917,1.51381,1.172117
16,24,5,27,2,4,2,787.1003,4047.736,-7.485888,-15.25871,0.223434,0.2225601,1.717482,1.698498,1.865363
16,22,6,28,2,2,2,754.4714,3959.983,-41.70367,-107.5638,0.234376,0.2289022,1.808376,1.77264,1.839089
16,23,7,29,2,3,2,822.9351,4135.801,17.42459,43.61763,0.2301186,0.2141558,1.547977,1.536099,1.616372
16,22,8,30,2,2,2,768.0986,3999.821,-27.2663,-65.09588,0.1901819,0.2074089,1.810862,1.806101,1.856437
16,25,9,31,2,5,2,814.442,4116.72,17.5035,47.8454,0.2402724,0.2447564,1.68708,1.668027,1.81004
16,21,10,32,2,1,2,727.8741,3889.317,-67.80958,-176.5125,0.2654734,0.2424554,1.60452,1.587228,1.639588
16,24,11,33,2,4,2,799.6757,4078.47,-0.2321011,1.368845,0.2110384,0.1884875,1.585406,1.591429,1.747412
16,25,12,34,2,5,2,876.8847,4272.647,74.88996,190.2251,0.2056131,0.1823677,1.765669,1.77025,1.690308
16,24,13,35,2,4,2,789.712,4053.921,-12.85854,-30.01093,0.2089714,0.1960639,1.58221,1.5784,1.672615
16,23,14,36,2,3,2,747.0474,3938.772,-53.40657,-139.7449,0.1870049,0.1855692,1.611287,1.597417,1.595865
16,22,15,37,2,2,2,740.6652,3919.961,-60.94778,-161.4753,0.1842419,0.1807963,1.659267,1.648928,1.785863
16,21,16,38,2,1,2,839.6153,4169.39,43.26008,101.6405,0.2453456,0.2208949,1.553148,1.528615,1.625292
16,22,17,39,2,2,2,860.9509,4232.263,59.08456,150.2418,0.2104463,0.2218066,1.568617,1.554576,1.605071
16,25,18,40,2,5,2,838.5324,4176.936,40.97365,106.2762,0.2111447,0.2360216,1.612412,1.583037,1.699114
16,21,19,41,2,1,2,734.1573,3908.598,-55.0575,-141.9948,0.1619731,0.1815709,1.779333,1.730219,1.722574
16,23,20,42,2,3,2,813.4709,4110.509,18.10122,45.65964,0.2203953,0.2055493,1.607068,1.610336,1.542055
16,24,21,43,2,4,2,892.0784,4301.502,94.01689,229.397,0.2124881,0.2335056,1.660416,1.663436,1.734898
16,25,22,44,2,5,2,786.3101,4043.067,-10.95085,-27.00305,0.1932749,0.1851926,1.621288,1.610142,1.597271
17,15,1,1,1,5,1,1153.381,4903.35,141.5523,320.4319,0.312558,0.3055856,1.303987,1.294677,1.328203
17,12,2,2,1,2,1,1231.848,5064.965,223.4219,489.8225,0.3259858,0.3313652,1.315812,1.307236,1.317409
17,13,3,3,1,3,1,1092.933,4768.047,81.08958,184.7662,0.3057044,0.2795341,1.35606,1.352179,1.419595
17,15,4,4,1,5,1,1045.327,4661.854,20.8595,49.64136,0.3031581,0.307262,1.39581,1.375807,1.379884
17,14,5,5,1,4,1,1077.838,4737.372,69.24293,161.6381,0.2441241,0.2464972,1.42099,1.414456,1.422469
17,11,6,6,1,1,1,1115.477,4818.679,94.90505,215.1133,0.3422977,0.3545525,1.236415,1.238089,1.217448
17,15,7,7,1,5,1,1045.545,4664.816,25.56563,62.49025,0.2887219,0.2783855,1.383052,1.381729,1.391677
17,12,8,8,1,2,1,1083.07,4742.548,86.55845,193.8197,0.3492151,0.3475691,1.391789,1.373466,1.379111
17,11,9,9,1,1,1,979.6327,4517.758,-10.21543,-15.44519,0.2711289,0.2627961,1.419601,1.413472,1.421109
17,14,10,10,1,4,1,945.7806,4434.975,-60.87798,-136.8414,0.396942,0.4028803,1.291104,1.291047,1.247534
17,13,11,11,1,3,1,981.7933,4509.005,-25.26871,-64.04248,0.4606283,0.474923,1.04458,1.040532,0.9946156
17,12,12,12,1,2,1,948.0709,4444.329,-32.18785,-68.01369,0.2873026,0.2834264,1.362018,1.344095,1.363522
17,13,13,13,1,3,1,928.6799,4389.392,-71.30406,-167.2525,0.3053917,0.3047917,1.306693,1.310298,1.297752
17,15,14,14,1,5,1,1029.194,4626.354,42.94687,100.9907,0.3048501,0.3082409,1.377357,1.37642,1.398706
17,11,15,15,1,1,1,922.8604,4384.843,-68.45912,-152.1696,0.2695298,0.2739517,1.336564,1.329533,1.326541
17,14,16,16,1,4,1,934.2545,4410.6,-64.19695,-142.6117,0.2892897,0.2956637,1.321982,1.313182,1.338069
17,13,17,17,1,3,1,944.8499,4432.408,-52.12996,-117.5658,0.3180189,0.3238419,1.437603,1.427965,1.418952
17,12,18,18,1,2,1,944.8549,4435.636,-36.0174,-77.23155,0.2582959,0.2716926,1.507143,1.493814,1.503057
17,14,19,19,1,4,1,928.4741,4395.481,-86.26285,-194.6709,0.2894976,0.2804497,1.427758,1.428127,1.433982
17,11,20,20,1,1,1,841.5599,4181.391,-160.6469,-379.6434,0.2842407,0.2857287,1.351141,1.344935,1.367844
17,15,21,21,1,5,1,1030.919,4628.91,32.86509,75.98018,0.3080763,0.3041997,1.470714,1.461053,1.477369
17,15,22,22,1,5,1,903.6132,4335.796,-103.1533,-236.3376,0.2687627,0.261298,1.457999,1.46148,1.460288
17,25,1,23,2,5,2,1147.172,4889.323,216.563,495.9786,0.2724574,0.2605921,1.306133,1.295248,1.307027
17,22,2,24,2,2,2,1109.564,4806.474,187.152,431.846,0.3077674,0.2966838,1.314531,1.301856,1.327127
17,23,3,25,2,3,2,1001.066,4567.404,82.31245,201.0899,0.3089243,0.2768403,1.362768,1.361653,1.413653
17,25,4,26,2,5,2,1027.476,4624.636,108.5873,257.3909,0.2719576,0.2686528,1.383582,1.369618,1.378785
17,24,5,27,2,4,2,1028.329,4622.52,96.66679,227.0819,0.2859916,0.2783224,1.286181,1.285156,1.302857
17,21,6,28,2,1,2,976.9453,4505.999,53.59157,128.7801,0.2964469,0.3072546,1.344126,1.33443,1.332519
17,25,7,29,2,5,2,915.4228,4365.637,-0.03523796,7.34535,0.2440149,0.2441795,1.454149,1.43983,1.464265
17,22,8,30,2,2,2,886.9966,4293.128,-25.31936,-58.03674,0.2663034,0.2767078,1.363388,1.360471,1.323469
17,21,9,31,2,1,2,907.0627,4339.378,-16.8692,-38.49192,0.2909837,0.294441,1.360273,1.352029,1.353715
17,24,10,32,2,4,2,913.6541,4361.101,-3.968862,-3.028742,0.2593023,0.2658276,1.393858,1.384791,1.395918
17,23,11,33,2,3,2,911.3384,4351.196,-11.9358,-26.22665,0.305351,0.304736,1.288989,1.281981,1.283946
17,22,12,34,2,2,2,865.7583,4240.081,-59.46826,-141.6084,0.2572837,0.2552896,1.413096,1.414158,1.414505
17,23,13,35,2,3,2,867.6703,4245.946,-49.89909,-117.3921,0.3418223,0.2848661,1.319403,1.316513,1.339938
17,25,14,36,2,5,2,893.3069,4311.179,-22.2904,-47.40396,0.2806942,0.2658703,1.398419,1.397637,1.398794
17,21,15,37,2,1,2,924.0527,4380.439,1.416618,5.255752,0.2324019,0.2302928,1.451303,1.448511,1.437508
17,24,16,38,2,4,2,840.4094,4177.892,-81.49638,-195.9415,0.2703217,0.2785226,1.436847,1.424174,1.437577
17,23,17,39,2,3,2,844.7761,4192.033,-76.81371,-181.1701,0.2762564,0.2670919,1.320118,1.3205,1.353382
17,22,18,40,2,2,2,906,4340.838,-18.1342,-38.35356,0.2718047,0.2546064,1.430726,1.430449,1.41476
17,24,19,41,2,4,2,845.9606,4193.87,-71.18813,-168.6241,0.2614683,0.2530639,1.42798,1.425213,1.452735
17,21,20,42,2,1,2,815.3207,4109.288,-104.2753,-259.0927,0.3344597,0.3331555,1.33955,1.343738,1.329445
17,25,21,43,2,5,2,860.0696,4226.892,-67.71535,-160.884,0.2556007,0.2636925,1.35778,1.343405,1.379781
17,25,22,44,2,5,2,870.3904,4251.967,-48.41378,-115.2108,0.276786,0.2754638,1.303382,1.299495,1.293095
18,25,1,1,1,5,2,1964.297,6397.077,232.4009,400.2032,0.478456,0.4690462,1.46286,1.456259,1.456283
